month,author_name,commits
2020-10,Nikita Nek Dudnik,1
2020-10,mclarke47,1
2020-10,James Wen,1
2020-10,Tianyi Song,1
2020-10,Joel Low,11
2020-10,jadon,1
2020-10,g1stavo,1
2020-10,Kat Zhou,2
2020-10,samiramkr,1
2020-10,Renee Blackburn,2
2020-10,Evgeny Vlasov,1
2020-10,Gary Niemen,1
2020-10,David Poblador i Garcia,1
2020-10,Ben Lambert,2
2020-10,Marek Całus,1
2020-10,Ian Cowley,1
2020-08,Patrik Oldsberg,138
2020-08,Emma Indal,18
2020-08,Rémi DOREAU,5
2020-08,Andrew Thauer,8
2020-08,Ivan Shmidt,24
2020-08,nikek,1
2020-08,Stefan Ålund,16
2020-08,Iain Billett,1
2020-08,Fredrik Adelöw,28
2020-08,dependabot-preview[bot],54
2020-08,NetPenguins,4
2020-08,Omer Farooq,12
2020-08,Rod Machen,1
2020-08,Jesse Alan Johnson,1
2020-08,ebarrios,13
2020-08,Ashok Manji,1
2020-08,Oliver Sand,17
2020-08,Tim Jacomb,9
2020-08,Nikita Nek Dudnik,4
2020-08,Govindarajan Nagarajan,12
2020-08,Sebastian Qvarfordt,12
2020-08,Raghunandan,11
2020-08,Twisha Saraiya,2
2020-08,Joel Low,1
2020-08,Jeff Feng,1
2020-08,Marc Bruggmann,1
2020-08,Chris Simmons,4
2020-08,Mustansar Anwar ul Samad,1
2020-08,Paul Pacheco,4
2020-08,MarceloLeite2604,1
2020-08,Nikita Dudnik,2
2020-08,toban@dfds.com,7
2020-08,Kat Zhou,3
2020-08,David Tuite,4
2020-08,Tobias Andersen,3
2020-08,Dominik Henneke,5
2020-08,Perry Manuk,1
2020-08,Niklas Ek,1
2020-08,Tim Hansen,1
2020-08,blam,78
2020-08,Govind,1
2020-08,Raghunandan Balachandran,1
2020-08,msamad,1
2020-08,althaf.hameez,3
2020-08,Kinga Sieminiak,5
2020-08,Mijail Rondón,1
2020-08,Ben Lambert,2
2020-08,Rogerio Angeliski,2
2020-08,Tim Wheeler,1
2020-08,Jesko Steinberg,1
2020-08,Adhita Selvaraj,1
2020-08,Ljupcho Kotev,1
2020-08,Tomek Fabisiak,1
2020-09,Navaneeth Suresh,4
2020-09,Marcus Eide,41
2020-09,Iain Billett,9
2020-09,Patrik Oldsberg,139
2020-09,Brenda Sukh,2
2020-09,Matthew Clarke,6
2020-09,Fredrik Adelöw,34
2020-09,Kat Zhou,4
2020-09,Dominik Henneke,6
2020-09,Himanshu Mishra,36
2020-09,Joel Low,1
2020-09,Stefan Ålund,24
2020-09,dependabot[bot],11
2020-09,James Wen,1
2020-09,Tim,3
2020-09,Shashank Bairy R,5
2020-09,Samira Mokaram,16
2020-09,Oliver Sand,13
2020-09,Andrew Thauer,5
2020-09,Ivan Shmidt,35
2020-09,Ryan Vazquez,6
2020-09,blam,29
2020-09,Marek Calus,2
2020-09,Mattias Frinnström,3
2020-09,ebarrios,30
2020-09,Mayurs,1
2020-09,Patrick Balestra,1
2020-09,J Shamsul Bahri (jibone)),17
2020-09,Emma Indal,17
2020-09,Julien Lind,2
2020-09,Rémi DOREAU,23
2020-09,Roberto Devesa,1
2020-09,Sebastian Qvarfordt,15
2020-09,Raghunandan,5
2020-09,Jesse Alan Johnson,2
2020-09,Adam Shurson,2
2020-09,Tim Jacomb,25
2020-09,Alisina Bahadori,3
2020-09,Omer Farooq,3
2020-09,Patrick Rachford,1
2020-09,Fabian Chong,24
2020-09,Perry Manuk,1
2020-09,David Tuite,4
2020-09,Björn Marschollek,4
2020-09,Taras Mankovski,21
2020-09,Rajiv Ranjan Singh,11
2020-09,Rajiv Singh,4
2020-09,Sharvilak,1
2020-09,Alex Landovskis,1
2020-09,NetPenguins,9
2020-09,Joel Lau,1
2020-09,Gary Niemen,2
2020-09,dependabot-preview[bot],14
2020-09,Eduardo Ramírez,1
2020-09,Jacob Valdemar,2
2020-09,nikek,2
2020-09,alandovskis,1
2020-09,AlleyWei,3
2020-09,Ilya Lyamkin,1
2020-09,Kinga Sieminiak,2
2020-09,Esteban Barrios,1
2020-09,davidamitchell,1
2020-09,Rémi Doreau,1
2020-09,o-farooq,1
2020-09,Philipp Hugenroth,2
2020-09,althaf.hameez,1
2020-07,blam,55
2020-07,dependabot-preview[bot],14
2020-07,Dominik Henneke,10
2020-07,Oliver Sand,6
2020-07,Tim Jacomb,4
2020-07,Andrew Thauer,9
2020-07,Patrik Oldsberg,64
2020-07,Rémi DOREAU,5
2020-07,Pia Nilsson,1
2020-07,David J Sykes,2
2020-07,Bodil Björklund,1
2020-07,Paul Pacheco,7
2020-07,Govindarajan Nagarajan,1
2020-07,David Sykes,6
2020-07,Twisha Saraiya,5
2020-07,ellinors,14
2020-07,Sebastian Qvarfordt,36
2020-07,ebarrios,14
2020-07,Ivan Shmidt,37
2020-07,Nikita Nek Dudnik,17
2020-07,Emma Indal,27
2020-07,Raghunandan,4
2020-07,Ben Lambert,9
2020-07,jaime-talkdesk,2
2020-07,Fidel Coria,6
2020-07,Forrest Waters,2
2020-07,David Tuite,4
2020-07,Stefan Ålund,10
2020-07,Kévin Gomez,1
2020-07,Alex Viscreanu,1
2020-07,Jaime Mendes,1
2020-07,Jesko Steinberg,2
2020-07,Tim Urista,11
2020-07,Nikita Dudnik,1
2020-07,Tim Chepeleff,1
2020-07,German Rodriguez,1
2020-07,Roy Jacobs,1
2020-07,ZaradarDFDS,1
2020-07,Bilawal Hameed,31
2020-07,Benjamin Rowell,1
2020-07,danztran,11
2020-07,Emil H. Clausen,1
2020-07,toban@dfds.com,1
2020-07,Daniel Johansson,2
2020-07,morrme,1
2020-07,0xflotus,1
2020-07,Jannik Hell,1
2020-07,João Suzana Ferreira,1
2020-07,David Dyball,2
2020-07,Fredrik Adelöw,5
2020-07,ellieseastream,3
2020-06,David Tuite,2
2020-06,Patrik Oldsberg,202
2020-06,Christina Marie Rahaim,1
2020-06,Tim Urista,1
2020-06,David Dyball,5
2020-06,ellieseastream,3
2020-06,Sebastian Qvarfordt,54
2020-06,Ivan Shmidt,63
2020-06,blam,96
2020-06,tudi2d,5
2020-06,Fredrik Adelöw,78
2020-06,Raghunandan,25
2020-06,ellinors,2
2020-06,Emma Indal,29
2020-06,Nicholas Pirrello,12
2020-06,dependabot-preview[bot],49
2020-06,Jeff Feng,2
2020-06,Raghunandan Balachandran,2
2020-06,Remy DeCausemaker,2
2020-06,danztran,7
2020-06,Nikita Nek Dudnik,39
2020-06,Stefan Ålund,29
2020-06,Bilawal Hameed,42
2020-06,HamzaBoukraa,1
2020-06,Rob Tirserio,3
2020-06,Rémi DOREAU,12
2020-06,Marcus Eide,16
2020-06,Daniel Davis,1
2020-06,Lee Mills,1
2020-06,Nikki Beesetti,3
2020-06,Wesley Yee,1
2020-06,Jacob Wejendorp,1
2020-06,ewnd9,1
2020-06,Chanwit Kaewkasi,5
2020-06,Ben Lambert,4
2020-06,Niklas Ek,1
2020-06,Jordi Polo,2
2020-06,nikek,4
2020-06,Benjamin Rowell,1
2020-06,Nathan Calvank,1
2020-06,Burhanuddin Udaipurwala,1
2020-06,Kat Zhou,1
2020-06,Nat Burgwyn,1
2020-06,Marc Bruggmann,1
2020-05,Raghunandan,43
2020-05,Chanwit Kaewkasi,5
2020-05,Patrik Oldsberg,225
2020-05,Fredrik Adelöw,63
2020-05,dependabot-preview[bot],57
2020-05,Himanshu Mishra,19
2020-05,Rémi DOREAU,1
2020-05,Ivan Shmidt,62
2020-05,Marcus Eide,10
2020-05,blam,11
2020-05,Nikita Nek Dudnik,57
2020-05,Marc Bruggmann,1
2020-05,Stefan Ålund,17
2020-05,Govind Goel,1
2020-05,Bilawal Hameed,11
2020-05,mutugiii,1
2020-05,Adil Alimbetov,3
2020-05,Niklas Ek,2
2020-05,Ben Lambert,1
2020-05,Rémi Doreau,2
2020-05,Mutugi,1
2020-05,Alex Eftimie,1
2020-05,Sebastian Qvarfordt,3
2020-05,Wojciech Adaszynski,9
2020-05,Remy DeCausemaker,1
2020-05,nikek,5
2020-05,Victor Viale,2
2020-05,Nick Noble,1
2020-05,Wojciech Adaszyński,4
2020-05,Kat Zhou,1
2020-05,KoukiNishihara,2
2020-05,Nathan Calvank,1
2020-05,Wesley Yee,2
2020-05,Jose Balanza Martinez,1
2020-05,Conal Cosgrove,1
2020-04,Fredrik Adelöw,15
2020-04,Patrik Oldsberg,163
2020-04,Emma Indal,1
2020-04,Ivan Shmidt,5
2020-04,Nikita Nek Dudnik,2
2020-04,Kévin Gomez,1
2020-04,eywoon,1
2020-04,blam,13
2020-04,Stefan Ålund,29
2020-04,Jose Balanza Martinez,12
2020-04,Bilawal Hameed,22
2020-04,Victor Viale,2
2020-04,Wesley Yee,2
2020-04,Muhammad Rivki,2
2020-04,nikek,11
2020-04,Himanshu Mishra,20
2020-04,Marcus Eide,30
2020-04,Ruairi O Brien,4
2020-04,Ruairí O'Brien,1
2020-04,Sebastian Qvarfordt,7
2020-04,Leo Mendez,19
2020-04,Jason Walker,2
2020-04,Kat Zhou,10
2020-04,Paul Marbach,6
2020-04,Raghunandan,1
2020-04,Mateus Marquezini,1
2020-04,hugomartinez,1
2020-04,Alexander Forselius,2
2020-04,Vern Burton,1
2020-03,nikek,17
2020-03,Raghunandan,13
2020-03,Marcus Eide,28
2020-03,Patrik Oldsberg,143
2020-03,Guillaume Lamanda,3
2020-03,Jose Balanza Martinez,7
2020-03,Bilawal Hameed,36
2020-03,Alexander Forselius,1
2020-03,Fredrik Adelöw,28
2020-03,SrdjanCosicPrica,2
2020-03,Stefan Ålund,65
2020-03,Sebastian Qvarfordt,3
2020-03,Szymon Graczyk,3
2020-03,Mateus Marquezini,17
2020-03,Ahmet Soormally,1
2020-03,Vern Burton,6
2020-03,Paul Marbach,1
2020-03,Muhammad Rivki,12
2020-03,Majd,1
2020-03,AndreasAugustin,2
2020-03,Adam Laiacano,1
2020-03,inductor,8
2020-03,Zen Tang,1
2020-03,Phil Wolff,1
2020-03,Niklas,1
2020-03,Jim Haughwout,2
2020-03,dependabot[bot],1
2020-03,JD Welch,2
2020-02,Stefan Ålund,24
2020-02,Patrik Oldsberg,101
2020-02,Raghunandan,4
2020-02,Fredrik Adelöw,10
2020-02,Marcus Eide,4
2020-02,Yasa Akbulut,2
2020-02,Raghunandan Balachandran,30
2020-02,blam,25
2020-02,Bilawal Hameed,32
2020-02,Jefferson Girão,28
2020-02,Nicola Corti,11
2020-02,Ochieng' Got,2
2020-02,Patrick Balestra,6
2020-02,JD Welch,2
2020-01,Raghunandan Balachandran,4
2020-01,Patrik Oldsberg,2
2020-01,Stefan Ålund,1
